Name,Achilles tendon stress,Ankle plantar/dorsiflexion angle,Ankle in/eversion angle,Ankle plantar/dorsiflexion moment,Ankle in/eversion moment,Ankle power,A/P GRF,Hip ad/abduction moment,Hip in/external rotation moment,Hip power,Knee ad/abduction angle,Knee ad/abduction moment,Knee in/external rotation moment,Ipsi/contralateral pelvic lean,EMG activation for gastrocnemius,EMG activation for soleus
45,2.158600582,20.449,-0.386077,1.48872,0.0782093,16.9377,3.67217,-0.265607,-0.0202425,-4.54069,2.0772,-0.213152,-0.0892094,-9.60643,0.703923271,0.892939715
46,2.579016753,16.8669,-0.619469,1.31044,0.0642778,15.5928,3.3503,-0.359837,-0.0197625,-4.57864,2.07802,-0.23091,-0.0912537,-9.7796,0.682609027,0.877779393
47,3.544456111,13.1073,-0.83775,1.10796,0.0476209,13.5639,2.96634,-0.453164,-0.0207336,-4.4754,2.08383,-0.249909,-0.094976,-9.92981,0.661089702,0.860921378
48,8.434375118,9.24205,-1.03683,0.896185,0.0332351,11.0957,2.53096,-0.528716,-0.0206151,-4.29557,2.08951,-0.264243,-0.0957115,-10.0553,0.639088672,0.842775231
49,1.538661761,30.3423,3.07176,2.05459,0.111825,20.2679,6.44479,-0.180239,0.0322062,7.23771,2.27503,-0.492575,-0.0527109,-7.13919,0.656541276,0.653759788
50,1.706811283,26.5877,3.01141,1.93343,0.102649,20.6651,6.11142,-0.178847,0.032557,6.63603,1.96313,-0.484214,-0.0342892,-7.14573,0.637396549,0.637271015
51,1.953192974,22.5407,2.9461,1.7734,0.0894956,20.1961,5.66799,-0.173625,0.0333531,5.85877,1.63187,-0.466475,-0.0174631,-7.11039,0.618643617,0.619761939
52,2.367890801,18.2574,2.8759,1.56905,0.0742667,18.6945,5.10459,-0.167661,0.0377967,5.07282,1.269,-0.441692,0.000687459,-7.03493,0.600359871,0.602298084
53,3.267582148,13.8175,2.80151,1.30822,0.056892,15.9975,4.34988,-0.147229,0.0409599,3.79577,0.867883,-0.396851,0.0154974,-6.92183,0.582724278,0.586118793
54,8.13912708,9.32109,2.72437,1.02929,0.0373367,12.6497,3.49052,-0.126043,0.0398808,2.19934,0.430357,-0.349326,0.0225941,-6.77418,0.565901297,0.569788294
55,5.349506652,16.7991,2.85143,2.21447,0.55506,7.89437,8.23803,0.680939,-0.114334,-4.49203,18.195,0.901038,0.191141,-9.66997,0.960931398,0.974596551
56,5.89216979,15.6694,2.73194,2.15759,0.530258,9.85782,8.14966,0.650344,-0.0874443,-5.69274,16.7436,0.808536,0.163024,-10.0384,0.953142568,0.96884555
57,6.79431444,14.2559,2.62838,2.07815,0.503496,11.7637,7.98622,0.630217,-0.0632286,-6.90608,15.3216,0.710528,0.134073,-10.3872,0.944911727,0.962439575
58,8.521670695,12.5319,2.5468,1.9728,0.470139,13.4248,7.73802,0.610996,-0.0402144,-7.99454,13.9581,0.599472,0.10258,-10.702,0.935809738,0.955829119
59,12.97142572,10.4778,2.4924,1.83877,0.430826,14.6295,7.38599,0.594977,-0.0172122,-8.93177,12.6769,0.476479,0.0712646,-10.9696,0.923905487,0.948991818
60,46.93909169,8.08546,2.46861,1.67361,0.383276,15.1592,6.90407,0.570499,0.00527283,-9.60628,11.494,0.337209,0.0387815,-11.1788,0.911160128,0.941710412
61,1.104260569,29.7403,-0.805075,1.61318,0.23506,17.7932,5.37166,-0.337964,0.0499126,-2.64771,-8.42515,-0.233175,-0.0520332,-4.43456,0.787208833,0.7446395
62,1.182809848,26.3616,-0.94861,1.48551,0.216852,17.9414,5.03946,-0.447353,0.0501649,-2.78146,-7.80799,-0.233164,-0.0606857,-4.92809,0.766755407,0.722347849
63,1.317855507,22.6013,-1.08845,1.34633,0.196622,17.4633,4.65521,-0.545305,0.0426028,-2.96155,-7.11972,-0.225509,-0.0689326,-5.4371,0.745639207,0.698550909
64,1.57466023,18.4982,-1.22027,1.19434,0.178157,16.3159,4.20861,-0.644012,0.0290327,-3.30328,-6.39017,-0.216596,-0.0757887,-5.95153,0.72424901,0.676851338
65,2.196625248,14.1178,-1.33956,1.03014,0.157462,14.5382,3.72513,-0.74239,0.011031,-3.66869,-5.65077,-0.209337,-0.0827752,-6.45992,0.702025719,0.656479766
66,5.453706208,9.55294,-1.44237,0.860701,0.136975,12.3062,3.22913,-0.840036,-0.00934737,-3.92391,-4.93322,-0.203007,-0.0904603,-6.95003,0.679272948,0.638406267
67,4.113655267,30.3029,7.09878,2.75638,0.142919,20.7702,8.34931,1.01917,-0.00930598,-4.76307,5.56725,0.0251826,-0.0109594,-14.8226,0.915016123,0.862280033
68,4.549846454,27.2342,6.95614,2.671,0.124273,23.2813,8.21282,1.02964,0.000390859,-5.15293,4.58033,-0.0432537,-0.00646302,-15.2416,0.901577716,0.842133011
69,5.240208038,23.7086,6.78675,2.56393,0.106073,25.3912,8.03917,1.02365,0.0116639,-5.29058,3.61656,-0.106922,0.000495723,-15.6399,0.88826354,0.82154814
70,6.452154138,19.7431,6.58927,2.42748,0.0920692,26.8265,7.80517,1.00331,0.0285439,-5.1853,2.68208,-0.159699,0.0144312,-16.012,0.875300447,0.800379469
71,9.101637822,15.3766,6.36351,2.25694,0.0711925,27.3296,7.46658,0.952418,0.0355948,-5.09827,1.78498,-0.207688,0.0172167,-16.3529,0.862272538,0.778495943
72,19.42524673,10.6736,6.11106,2.04755,0.0526648,26.6718,7.00223,0.884803,0.0386605,-4.96532,0.935492,-0.241979,0.0180151,-16.6574,0.848634284,0.756195418
73,5.138271714,18.9355,2.1415,3.453,0.010455,14.9775,10.3149,1.18853,-0.147317,-0.0649878,4.29782,0.527626,0.0367871,-6.13756,0.924379039,0.928645945
74,5.719423867,17.4415,1.85477,3.36759,0.000195831,18.3267,10.2681,1.17868,-0.135232,-1.17619,3.98911,0.506309,0.033821,-6.62529,0.910727989,0.916590094
75,6.672068293,15.6184,1.55394,3.243,-0.00623741,21.3712,10.1307,1.15535,-0.119972,-2.19847,3.69962,0.484316,0.0327686,-7.09375,0.895203958,0.900582412
76,8.503222924,13.4551,1.24042,3.08189,-0.0132184,23.8838,9.92165,1.10319,-0.102045,-2.9542,3.42447,0.453625,0.0309227,-7.53842,0.878069467,0.88267481
77,13.28771449,10.9478,0.916418,2.88143,-0.0163734,25.5604,9.6143,1.04026,-0.0803811,-3.31317,3.15805,0.426534,0.0340237,-7.95513,0.860167609,0.863875973
78,54.41026231,8.10114,0.58532,2.64134,-0.0186137,26.1942,9.17324,0.954026,-0.0589496,-3.44105,2.89484,0.395693,0.0355673,-8.34005,0.840963247,0.844987322
79,2.246495296,25.779,2.28395,2.68022,0.162324,22.6155,8.70266,0.896764,0.0158359,-6.39597,4.56364,-0.0550188,0.0179022,-10.6538,0.901990064,0.901341051
80,2.466441966,22.9459,2.26751,2.51647,0.145369,23.9618,8.27462,0.813112,0.0199357,-6.42315,3.81544,-0.134641,0.00574903,-10.803,0.888376875,0.888973725
81,2.818337376,19.7243,2.24763,2.30933,0.12651,24.3301,7.73025,0.70218,0.0218821,-6.1305,3.14738,-0.211222,-0.00582503,-10.9108,0.874174761,0.876184684
82,3.497221546,16.129,2.22406,2.06217,0.105511,23.5815,7.09621,0.546475,0.0176954,-5.35335,2.57578,-0.29036,-0.0212095,-10.9761,0.859825648,0.865801634
83,5.345496791,12.1958,2.19695,1.77276,0.0773345,21.5597,6.30411,0.379159,0.00710509,-4.41118,2.11678,-0.361552,-0.0400802,-10.9984,0.84473503,0.854077977
84,30.14167802,7.9852,2.16692,1.43654,0.0508275,18.215,5.29856,0.254575,-0.00290333,-3.61478,1.78576,-0.400421,-0.0529991,-10.9784,0.82983979,0.842327685
85,1.221617408,41.901,0.828851,3.20767,0.198844,2.35608,8.94868,1.60218,-0.24983,3.2275,-4.99665,-0.259915,-0.180835,-7.46764,0.982113151,0.971179817
86,1.215281678,41.218,0.747517,3.136,0.185155,5.76731,8.73019,1.38632,-0.2201,1.61819,-5.84912,-0.324741,-0.205018,-8.47637,0.967070765,0.933756137
87,1.237629088,22.9643,-0.206101,1.57523,0.104364,12.2518,5.35982,-0.157791,0.0215301,-1.01802,-5.14501,-0.109882,-0.0744379,-12.418,0.756444561,0.657200873
88,1.269433012,18.2929,-0.31746,1.15257,0.0762231,8.80308,3.92622,-0.3335,0.0508054,-1.03589,-4.66534,-0.0894719,-0.0334181,-12.5198,0.701818676,0.593666291
89,1.237960583,13.7476,-0.357395,0.669914,0.0447996,4.75347,2.26192,-0.440724,0.0653094,-0.954882,-4.28008,-0.0786228,-0.00257367,-12.4531,0.644099964,0.530593455
90,1.3955506,9.62298,-0.312861,0.27662,0.0226202,1.73772,0.975352,-0.493427,0.0651749,-0.769546,-3.94892,-0.0860468,0.00929175,-12.2376,0.583827327,0.464129845
91,1.583998945,25.1912,0.605401,2.14273,0.177851,18.7997,6.53423,0.257542,0.0310162,-2.58579,-6.3554,0.307661,0.161143,-4.97292,0.804266065,0.729340786
92,1.770408584,22.3002,0.439341,2.02843,0.165577,19.935,6.35116,0.165342,0.0370289,-2.61125,-5.7648,0.243795,0.136778,-5.19356,0.785759603,0.705551005
93,2.08347034,19.0863,0.27576,1.89688,0.150442,20.4752,6.11081,0.0779232,0.0357222,-2.61344,-5.11779,0.18904,0.109859,-5.38817,0.765606923,0.681947923
94,2.689672909,15.5738,0.118212,1.74032,0.137663,20.1941,5.80502,0.0183914,0.0314801,-2.48889,-4.43411,0.151597,0.0881895,-5.5553,0.744322211,0.657505538
95,4.381535093,11.8094,-0.0292869,1.56641,0.123736,19.1234,5.44489,-0.0219674,0.0249253,-2.17316,-3.73469,0.122374,0.0686603,-5.6938,0.722610394,0.631673846
96,29.7901476,7.86289,-0.162528,1.36788,0.10573,17.1956,4.95506,-0.0892013,0.0169703,-2.18315,-3.04075,0.0940888,0.0485022,-5.80267,0.701329828,0.607246599
97,2.187131681,25.4741,2.67997,2.28867,0.437565,17.8662,6.90341,0.628569,-0.0636528,2.05032,10.4908,0.491764,0.204726,-9.81318,0.767392794,0.929466244
98,2.399392843,23.0432,2.63597,2.19365,0.417591,19.1947,6.77029,0.604227,-0.0522107,0.84711,10.1407,0.439033,0.178886,-9.76877,0.748064854,0.922359215
99,2.726706051,20.3266,2.60052,2.08246,0.394298,20.1123,6.60386,0.563474,-0.0411416,-0.204485,9.756,0.376086,0.1507,-9.69281,0.728827624,0.914971536
100,3.280884988,17.3339,2.57343,1.95036,0.368902,20.4703,6.37155,0.512546,-0.029307,-1.18098,9.32925,0.305469,0.12307,-9.58465,0.709556798,0.907294954
101,4.40919141,14.0865,2.55362,1.79325,0.338369,20.1305,6.03201,0.454911,-0.0197727,-2.18535,8.85664,0.227549,0.0928375,-9.4443,0.69048083,0.89908734
102,8.020813502,10.6192,2.53911,1.61658,0.301304,19.0869,5.59375,0.381671,-0.0104883,-3.08542,8.33956,0.137353,0.0619849,-9.27251,0.672180936,0.890244137
103,2.176376376,30.818,2.26652,2.42625,0.316293,9.50521,6.02569,0.684331,-0.092198,-7.91341,-4.26384,1.03551,0.273472,-5.64683,0.83787691,0.491749808
104,2.326610307,28.1589,2.23208,2.32242,0.303562,11.5786,6.01285,0.56731,-0.0668699,-7.70934,-4.39834,0.875475,0.23262,-5.99262,0.80966225,0.539719072
105,2.535029917,24.8662,2.21772,2.15601,0.28118,13.0075,5.81641,0.420151,-0.0444465,-7.18957,-4.4597,0.702317,0.182677,-6.3003,0.780765259,0.594278162
106,2.869734534,20.9499,2.2188,1.9228,0.253055,13.3939,5.42863,0.268167,-0.0276326,-6.26808,-4.45147,0.529654,0.131443,-6.55128,0.750677565,0.644907945
107,3.555250912,16.4906,2.23027,1.62913,0.216263,12.4866,4.83265,0.124047,-0.0179264,-5.01193,-4.37967,0.365693,0.0808338,-6.72906,0.721191974,0.693289073
108,5.765024009,11.6602,2.24786,1.27537,0.162846,10.2,3.99019,-0.0476511,-0.00601154,-3.70313,-4.2515,0.204033,0.0319638,-6.82063,0.691618212,0.738307669
109,1.343165358,45.318,5.48496,2.60546,0.285043,15.6072,6.08801,1.27367,-0.0547441,-6.17535,17.3186,0.18473,-0.0856674,-10.4194,0.930685023,0.821910926
110,1.440987397,40.9564,5.67785,2.51523,0.254073,18.5906,5.70465,1.11724,-0.0837646,-6.20668,13.9297,-0.0971417,-0.118203,-10.8809,0.909311907,0.78006901
111,1.627413839,35.2291,5.84887,2.40737,0.23901,21.2227,5.58016,0.772073,-0.120486,-4.95816,10.7687,-0.393511,-0.138257,-11.2848,0.886391156,0.738086893
112,1.968914897,28.1348,5.9506,2.22887,0.220642,22.7216,5.14464,0.680125,-0.15706,-4.65878,7.9783,-0.539896,-0.149157,-11.6139,0.862824535,0.696147615
113,2.727577027,19.9278,5.92086,1.92631,0.181179,21.876,4.41904,0.678908,-0.181784,-4.4819,5.67222,-0.604805,-0.155969,-11.8542,0.839661199,0.654461476
114,6.451914786,11.2241,5.70743,1.46085,0.113895,17.5291,3.5133,0.565357,-0.193699,-3.38442,3.95506,-0.649198,-0.156556,-11.9965,0.808074925,0.606754525
115,3.762620926,22.439,9.51577,3.27924,0.345745,14.7457,8.92556,1.10498,-0.0578255,-0.697279,20.7561,1.4311,0.435562,-11.667,0.876068877,0.789257447
116,4.175648965,20.4565,9.11944,3.18468,0.315921,16.3275,8.80312,1.12455,-0.057566,-0.922147,19.964,1.36022,0.419944,-11.9728,0.865811565,0.774255332
117,4.780868826,18.2664,8.69484,3.06266,0.284887,17.6744,8.62681,1.13488,-0.057501,-1.09597,19.1536,1.28085,0.40053,-12.2711,0.855167701,0.758688297
118,5.776835724,15.8765,8.24378,2.91856,0.249383,18.7104,8.39524,1.11615,-0.0566148,-1.13742,18.3297,1.17975,0.375942,-12.5613,0.844972863,0.741937043
119,7.713060877,13.3006,7.76945,2.75157,0.214085,19.3191,8.10414,1.08322,-0.0518286,-1.10575,17.4975,1.06927,0.351847,-12.843,0.835094295,0.724493988
120,13.08986707,10.5591,7.27653,2.56319,0.179263,19.4368,7.75994,1.01773,-0.0470048,-0.89235,16.6623,0.940663,0.325449,-13.1152,0.824294249,0.706987493
121,3.770584148,22.5436,5.79732,1.5534,-0.10058,12.4226,3.78617,0.391944,-0.0288317,-2.30737,8.64522,-0.303326,-0.0556619,-7.23158,0.771893453,0.681708573
122,4.182297177,19.4206,5.84475,1.38508,-0.0946644,10.8337,3.36053,0.448024,-0.0343922,-2.24568,8.34799,-0.253454,-0.0552505,-7.16964,0.757323659,0.663615168
123,4.829601338,16.3949,5.88237,1.21296,-0.0875252,9.1521,2.95714,0.472982,-0.0406252,-2.08633,8.10559,-0.214148,-0.0577926,-7.0981,0.742607679,0.644507701
124,5.99827485,13.5202,5.91094,1.04089,-0.0817612,7.45,2.5645,0.476852,-0.0466928,-1.85388,7.91575,-0.182967,-0.0610399,-7.01756,0.727209501,0.62419454
125,8.635862859,10.8439,5.93135,0.862536,-0.0736693,5.76162,2.12917,0.503681,-0.0506487,-1.6872,7.77688,-0.14096,-0.0654714,-6.92868,0.708001648,0.601162577
126,21.78046595,8.40518,5.94426,0.688174,-0.0665041,4.20681,1.69338,0.520856,-0.0552908,-1.49052,7.68798,-0.103773,-0.0714468,-6.83215,0.686942115,0.576968836
1,6.947606382,20.724,4.65066,2.77332,0.0738907,10.0677,9.24651,0.62519,-0.115867,-2.2114,-4.31431,0.955075,0.137498,-14.9865,0.98171097,0.970489423
2,7.593879686,19.2684,4.38899,2.7164,0.0647495,12.2737,9.17668,0.633717,-0.113763,-2.58148,-4.24548,0.882654,0.130187,-15.5117,0.98742892,0.961210948
3,8.574319482,17.5185,4.09488,2.63475,0.0573837,14.3685,9.0389,0.653962,-0.112635,-2.88885,-4.11675,0.811527,0.123332,-16.0188,0.990724098,0.949528321
4,10.22225819,15.4725,3.76939,2.53033,0.0491977,16.2388,8.83969,0.680962,-0.110418,-3.03039,-3.93571,0.735775,0.115218,-16.5051,0.99276322,0.937352455
5,13.46675896,13.1352,3.41487,2.40009,0.0415904,17.7194,8.56846,0.713122,-0.104961,-3.07309,-3.71194,0.661767,0.107929,-16.9684,0.994324094,0.925049401
6,22.60791831,10.5182,3.03511,2.24484,0.0340455,18.691,8.20686,0.738254,-0.096412,-3.05548,-3.45702,0.588521,0.0986216,-17.4063,0.995827158,0.911189078
7,6.002037609,23.5659,-1.2551,2.78419,0.119841,15.8963,9.53036,0.363067,-0.101344,-1.87893,-8.50146,0.212788,0.149417,-8.71927,0.930566692,0.928525308
8,6.481553605,21.7883,-1.42734,2.69481,0.117211,18.3112,9.37955,0.36505,-0.0950046,-2.72373,-8.09656,0.198327,0.136,-9.08313,0.920077239,0.918626773
9,7.213176938,19.6533,-1.59856,2.57624,0.112347,20.2946,9.14211,0.353821,-0.0824535,-3.48997,-7.6718,0.174375,0.118591,-9.44119,0.909350505,0.908174795
10,8.426015065,17.1543,-1.76327,2.42171,0.103678,21.5777,8.78727,0.32928,-0.063182,-4.07824,-7.24149,0.140354,0.0985175,-9.78681,0.897678738,0.896246973
11,10.82170617,14.3013,-1.91547,2.23215,0.0909248,21.9758,8.32374,0.28498,-0.0386919,-4.3599,-6.82182,0.0948825,0.0751798,-10.113,0.882308662,0.884163496
12,17.68052614,11.1245,-2.0489,2.01585,0.0758174,21.4349,7.73351,0.220839,-0.0125224,-4.39503,-6.42913,0.042199,0.0503706,-10.4126,0.864995336,0.871307506
13,1.702889861,30.9245,1.36461,2.36524,0.0365097,21.0601,8.28015,0.382403,-0.0356923,-7.68364,-2.68463,-0.0637613,-0.0410973,-12.2702,0.763195767,0.743888789
14,1.81239031,27.8849,1.03877,2.21738,0.0394241,22.8042,7.88652,0.298023,-0.0186272,-7.25809,-3.0976,-0.102907,-0.0292385,-12.7956,0.753300808,0.723776803
15,1.970102218,24.4265,0.699632,2.03007,0.0428588,23.7724,7.38398,0.227702,-0.0125757,-6.6257,-3.43764,-0.121764,-0.0256819,-13.2931,0.743489451,0.702937485
16,2.246739452,20.5177,0.353622,1.81142,0.0407221,23.6697,6.76975,0.144749,-0.00700079,-5.79559,-3.71324,-0.141127,-0.0245475,-13.7599,0.733134678,0.682209955
17,2.833555429,16.149,0.0100592,1.55303,0.0383286,22.2036,6.00307,0.0643266,-0.00944092,-4.94389,-3.9348,-0.149458,-0.0294286,-14.1929,0.722454452,0.66128715
18,4.972398447,11.3469,-0.318722,1.26835,0.0340202,19.4258,5.10184,-0.0185027,-0.0155454,-4.00296,-4.11326,-0.152398,-0.0376108,-14.5896,0.711263653,0.640307743
19,2.142459565,24.3065,-1.78237,2.34662,-0.104723,20.7517,7.51312,0.137689,0.0660678,-2.52466,-6.41022,-0.130849,0.00217423,-10.6229,0.857256684,0.883676157
20,2.39957978,21.6387,-1.94958,2.23681,-0.0881759,21.0249,7.27465,0.105729,0.0640055,-2.5074,-5.96411,-0.097244,0.00112302,-10.8002,0.841660236,0.873714893
21,2.80103815,18.7923,-2.10349,2.11366,-0.0737575,20.916,6.9985,0.0734645,0.057768,-2.52187,-5.54017,-0.0689944,-0.00294366,-10.967,0.824178642,0.863203006
22,3.514911437,15.7838,-2.24013,1.97877,-0.0625935,20.4292,6.67626,0.0399191,0.0489785,-2.50306,-5.14604,-0.0474449,-0.00938745,-11.1208,0.804261437,0.852498595
23,5.103056554,12.6334,-2.35566,1.82657,-0.0517707,19.4996,6.28583,0.00393283,0.0392986,-2.45052,-4.78868,-0.0324546,-0.0160188,-11.2591,0.783844041,0.841085689
24,11.81745532,9.36546,-2.44671,1.66096,-0.0483982,18.1937,5.80565,-0.0501595,0.02416,-2.47467,-4.47389,-0.0383772,-0.0267041,-11.3797,0.76457784,0.828398266
25,3.515220332,22.1872,1.74704,2.53441,0.221325,14.6829,8.80925,0.264363,0.0274741,-3.84028,8.12336,0.602986,0.190784,-7.73062,0.911114307,0.910108242
26,3.831939317,20.2649,1.50477,2.42227,0.210081,15.9869,8.57524,0.264837,0.0253888,-4.23068,8.23588,0.583537,0.187784,-8.00015,0.90036733,0.894501185
27,4.318962584,18.1065,1.26252,2.29286,0.201574,16.9699,8.27588,0.276332,0.021384,-4.4658,8.36487,0.56725,0.184704,-8.24733,0.889266299,0.878374911
28,5.160536061,15.7121,1.02234,2.15061,0.192384,17.5879,7.91444,0.289378,0.0162695,-4.55181,8.49746,0.548909,0.178697,-8.47182,0.878818054,0.862480758
29,6.876882868,13.0877,0.786634,1.99038,0.185012,17.7138,7.48057,0.303502,0.0130847,-4.4406,8.62027,0.528082,0.173675,-8.67356,0.868244414,0.846470545
30,12.14260794,10.2463,0.558201,1.80914,0.17456,17.2591,6.96732,0.313461,0.0117152,-4.14364,8.72035,0.501024,0.167567,-8.85277,0.8571692,0.828652234
31,1.94701027,22.841,0.618483,2.14359,0.140015,14.148,6.82012,-0.637303,0.0767398,-4.85494,-12.0094,-0.239579,-0.0981945,-7.07569,0.955245354,0.930725653
32,2.113583601,20.8355,0.487143,2.04099,0.136463,15.3437,6.75063,-0.646608,0.0742433,-4.52652,-11.4541,-0.282019,-0.0982486,-7.2135,0.950419109,0.920565584
33,2.371138947,18.5611,0.351988,1.92017,0.130794,16.2032,6.65516,-0.635809,0.0706853,-3.93422,-10.8496,-0.312495,-0.0963896,-7.3203,0.944899962,0.908770611
34,2.823471195,16.0104,0.215653,1.78446,0.125538,16.6509,6.49321,-0.61267,0.06637,-3.17828,-10.2101,-0.329316,-0.0928939,-7.3939,0.939525171,0.894643679
35,3.78572612,13.1839,0.0813464,1.6326,0.118007,16.5796,6.25073,-0.576846,0.0618658,-2.28048,-9.55121,-0.331533,-0.0879396,-7.43246,0.93335643,0.87799891
36,7.090629493,10.0928,-0.0472263,1.46923,0.109391,15.9656,5.92303,-0.529428,0.0574364,-1.3894,-8.89025,-0.316465,-0.0799183,-7.43467,0.924964633,0.860027629
37,2.182374843,18.524,1.80444,2.37524,-0.00227156,11.1183,8.10031,-0.0670619,-0.0266457,-1.06906,8.13018,0.747905,0.0229602,-6.45674,0.824499027,0.693724743
38,2.463823473,16.8905,1.71979,2.30444,-0.00503463,12.4938,7.98324,-0.0920677,-0.0198431,-1.97049,7.93911,0.682405,0.0223412,-6.63122,0.81609939,0.668160706
39,2.91750092,15.0337,1.63584,2.2149,-0.00818829,13.6829,7.80775,-0.121858,-0.0122435,-2.85446,7.75637,0.605682,0.0206462,-6.78425,0.808555507,0.642239841
40,3.75996281,12.9523,1.55344,2.10191,-0.012277,14.5315,7.56388,-0.159556,-0.00218027,-3.59892,7.57006,0.512733,0.0188999,-6.91455,0.800772217,0.616292867
41,5.862416938,10.6555,1.47349,1.9629,-0.0158962,14.9097,7.21818,-0.197934,0.0076729,-4.39425,7.36666,0.415359,0.0149382,-7.02118,0.792668018,0.589307317
42,20.4839226,8.16458,1.39698,1.79713,-0.0191995,14.7003,6.75503,-0.238646,0.0169615,-4.91817,7.13284,0.303768,0.0108313,-7.10352,0.784843978,0.562028761
43,2.369183302,20.1453,-1.24947,1.59791,0.0589188,10.9971,3.87469,0.0387559,-0.0223579,-2.94879,1.97751,-0.122285,-0.0499449,-6.60564,0.717318272,0.792177767
44,2.6037501,18.0829,-1.47722,1.48483,0.0483891,10.8165,3.66806,-0.01826,-0.0220679,-2.96401,1.93194,-0.136556,-0.0519632,-6.82722,0.695972553,0.775721922
45,2.968271223,15.8927,-1.70283,1.35929,0.0403444,10.3776,3.42436,-0.0706172,-0.0196045,-2.87175,1.90413,-0.145556,-0.0506577,-7.03737,0.676297648,0.758824309
46,3.59475838,13.5866,-1.92203,1.21431,0.0292533,9.62831,3.14133,-0.122021,-0.0177932,-2.71891,1.89186,-0.155289,-0.0502525,-7.23411,0.660128596,0.740498314
47,5.045577167,11.1815,-2.13017,1.06189,0.0198212,8.66045,2.80751,-0.161256,-0.0175012,-2.5172,1.89245,-0.159845,-0.0502914,-7.41559,0.643024173,0.722329146
48,11.77683645,8.69971,-2.32248,0.905303,0.0109085,7.51162,2.45608,-0.193472,-0.0149642,-2.26127,1.90313,-0.16227,-0.0477571,-7.58012,0.625552029,0.703771223
49,1.562948204,29.947,2.81165,2.05412,0.210037,20.0233,6.73747,-0.154323,-0.00779077,3.62139,2.0853,-0.269726,-0.142017,-11.3135,0.672017488,0.81615193
50,1.757077358,26.5929,2.76856,1.99087,0.197644,21.2543,6.66305,-0.214015,-0.00134609,3.34711,1.8679,-0.334938,-0.134381,-11.3213,0.659084512,0.799131408
51,2.04287683,22.9381,2.72441,1.90054,0.180324,21.8481,6.4841,-0.275424,0.0017835,2.83599,1.61153,-0.395647,-0.127213,-11.2877,0.646053027,0.782801811
52,2.504957877,19.0227,2.6779,1.77106,0.163839,21.5705,6.17548,-0.312575,0.00395686,2.18825,1.30777,-0.436531,-0.112724,-11.2126,0.632650955,0.766758288
53,3.450258818,14.9052,2.62781,1.60564,0.14323,20.3515,5.74039,-0.339618,0.00522348,1.60281,0.953336,-0.465609,-0.0958811,-11.0963,0.620632717,0.751328735
54,6.704399865,10.6606,2.57325,1.40076,0.116021,18.1197,5.14396,-0.351192,0.00675611,1.02316,0.55114,-0.477948,-0.0765472,-10.9396,0.609440087,0.738048914
55,5.12899406,18.3386,4.76692,2.45402,0.690629,10.3797,8.34657,0.629804,-0.122639,-0.166531,18.5233,0.631559,0.0947564,-8.21834,0.984706331,0.978499678
56,5.725715219,17.0003,4.69692,2.4187,0.673359,12.3284,8.29663,0.690154,-0.108549,-1.10649,17.2641,0.573822,0.0798901,-8.24117,0.980929942,0.972746733
57,6.650625639,15.402,4.6236,2.35974,0.647685,14.1293,8.18985,0.754636,-0.0991943,-2.13538,15.9268,0.516317,0.0629033,-8.19608,0.976335257,0.966599651
58,8.289668896,13.5408,4.54941,2.28072,0.618277,15.6893,8.02674,0.823687,-0.0954275,-3.1846,14.5227,0.462898,0.0458544,-8.07974,0.971425481,0.960289853
59,11.86997258,11.4209,4.47632,2.17359,0.582284,16.8282,7.80272,0.871968,-0.0925257,-4.05915,13.0663,0.404256,0.028625,-7.89035,0.964216011,0.952978442
60,25.88146309,9.0547,4.40581,2.04062,0.535432,17.4269,7.506,0.87984,-0.0882288,-4.69552,11.5756,0.328169,0.0060892,-7.62775,0.956498634,0.944452078
61,1.080137242,27.2143,-1.76687,1.41297,0.13591,15.8938,5.67606,-0.10853,-0.0107228,-3.09533,-13.3483,-0.0903341,0.0116435,-7.12624,0.833543749,0.752563881
62,1.142903265,23.7157,-2.02526,1.24774,0.116305,14.4057,5.22154,-0.198348,0.0097494,-2.79369,-12.5753,-0.073716,0.00605501,-7.30716,0.824853207,0.729153448
63,1.235283466,20.0819,-2.26736,1.06353,0.093575,12.3302,4.61418,-0.316428,0.026655,-2.73546,-11.7829,-0.07027,-0.000514752,-7.46149,0.814950671,0.702163004
64,1.3917358,16.407,-2.48381,0.864783,0.0718383,9.83532,3.89639,-0.437262,0.0381397,-2.87226,-10.9991,-0.0705882,-0.00264655,-7.58887,0.805217998,0.674530388
65,1.72877973,12.7957,-2.66627,0.656661,0.0496525,7.15794,3.1128,-0.529129,0.0438228,-2.96025,-10.2513,-0.062546,-0.000541739,-7.6893,0.796072958,0.647001596
66,3.137483721,9.35439,-2.80844,0.452009,0.0322912,4.60236,2.31176,-0.582322,0.0471063,-2.88824,-9.56478,-0.0408427,0.00684932,-7.76316,0.787088599,0.61914595
67,4.56001535,29.3229,7.30676,2.93556,0.173175,23.0295,8.92845,0.968641,-0.0234456,-6.02124,5.3254,-0.0625511,-0.0618837,-13.9293,0.873278201,0.860049285
68,5.076463649,26.2407,7.27087,2.84161,0.161293,25.1591,8.79183,0.925917,-0.0186626,-6.10234,4.44093,-0.152234,-0.0654423,-14.321,0.854465676,0.836900751
